ionosphere-simulated-x
Budget : 0.4
Similarity Threshold : 0.9
Weight Threshold : 0.7


Number of classes : 2


MAPAL RESULTS

     index  train-micro-misclf-rate  test-micro-misclf-rate  train-macro-misclf-rate  test-macro-misclf-rate  n-labeled-samples  n-true-labels-0  n-false-labels-0  n-true-labels-1  n-false-labels-1  n-true-labels-2  n-false-labels-2  n-true-labels-3  n-false-labels-3  n-true-labels  n-false-labels     times
242    242                 0.090476                0.198582                 0.115229                0.297872                123               54                27               59                 6               19                12               48                17            180              62  0.014295
243    243                 0.090476                0.198582                 0.115229                0.297872                123               54                27               60                 6               19                12               48                17            181              62  0.016385
244    244                 0.090476                0.191489                 0.115229                0.287234                123               54                27               60                 6               20                12               48                17            182              62  0.013260
245    245                 0.085714                0.184397                 0.108899                0.276596                123               54                27               61                 6               20                12               48                17            183              62  0.040187
246    246                 0.085714                0.184397                 0.108899                0.276596                124               54                27               61                 6               20                12               49                17            184              62  0.013008
247    247                 0.085714                0.184397                 0.108899                0.276596                124               54                27               61                 6               21                12               49                17            185              62  0.012153
248    248                 0.080952                0.184397                 0.102570                0.276596                125               55                27               61                 6               21                12               49                17            186              62  0.012259
249    249                 0.080952                0.184397                 0.102570                0.276596                126               55                27               61                 6               21                12               50                17            187              62  0.014054
250    250                 0.080952                0.184397                 0.102570                0.276596                127               55                27               61                 6               21                12               51                17            188              62  0.012393
251    251                 0.080952                0.205674                 0.102570                0.308511                127               56                27               61                 6               21                12               51                17            189              62  0.012236
252    252                 0.080952                0.205674                 0.102570                0.308511                128               56                27               61                 6               22                12               51                17            190              62  0.011858
253    253                 0.080952                0.205674                 0.102570                0.308511                128               56                27               61                 6               23                12               51                17            191              62  0.011882
254    254                 0.076190                0.198582                 0.098754                0.297872                128               56                27               61                 6               23                12               52                17            192              62  0.011302
255    255                 0.076190                0.198582                 0.098754                0.297872                128               56                27               62                 6               23                12               52                17            193              62  0.011314
256    256                 0.076190                0.198582                 0.098754                0.297872                128               57                27               62                 6               23                12               52                17            194              62  0.010963
257    257                 0.076190                0.198582                 0.098754                0.297872                129               57                27               62                 6               23                12               53                17            195              62  0.011409
258    258                 0.076190                0.205674                 0.098754                0.308511                130               57                27               62                 6               23                12               54                17            196              62  0.011532
259    259                 0.071429                0.205674                 0.094937                0.308511                130               57                27               63                 6               23                12               54                17            197              62  0.013256
260    260                 0.071429                0.205674                 0.094937                0.308511                130               57                27               63                 6               23                12               55                17            198              62  0.010551
261    261                 0.071429                0.205674                 0.094937                0.308511                130               57                27               63                 6               24                12               55                17            199              62  0.011224
262    262                 0.071429                0.205674                 0.094937                0.308511                130               57                27               64                 6               24                12               55                17            200              62  0.011264
263    263                 0.071429                0.205674                 0.094937                0.308511                131               57                27               64                 6               24                12               56                17            201              62  0.010633
264    264                 0.071429                0.205674                 0.094937                0.308511                131               58                27               64                 6               24                12               56                17            202              62  0.010635
265    265                 0.071429                0.205674                 0.094937                0.308511                131               59                27               64                 6               24                12               56                17            203              62  0.011070
266    266                 0.071429                0.205674                 0.094937                0.308511                132               59                27               64                 6               24                12               56                18            203              63  0.010669
267    267                 0.071429                0.205674                 0.094937                0.308511                132               59                27               64                 6               25                12               56                18            204              63  0.011455
268    268                 0.071429                0.205674                 0.094937                0.308511                132               59                27               64                 6               26                12               56                18            205              63  0.013335
269    269                 0.071429                0.205674                 0.094937                0.308511                133               59                27               64                 6               27                12               56                18            206              63  0.011647
270    270                 0.071429                0.205674                 0.094937                0.308511                133               59                27               65                 6               27                12               56                18            207              63  0.010002
271    271                 0.071429                0.205674                 0.094937                0.308511                134               59                27               65                 6               27                12               57                18            208              63  0.009984
272    272                 0.071429                0.205674                 0.094937                0.308511                135               59                28               65                 6               27                12               57                18            208              64  0.010065
273    273                 0.071429                0.205674                 0.094937                0.308511                135               59                28               66                 6               27                12               57                18            209              64  0.010215
274    274                 0.071429                0.205674                 0.094937                0.308511                136               59                28               66                 6               27                12               58                18            210              64  0.009913
275    275                 0.071429                0.205674                 0.094937                0.308511                137               60                28               66                 6               27                12               58                18            211              64  0.010007
276    276                 0.071429                0.205674                 0.094937                0.308511                137               60                28               66                 6               28                12               58                18            212              64  0.010134
277    277                 0.071429                0.205674                 0.094937                0.308511                138               60                28               67                 6               28                12               58                18            213              64  0.009614
278    278                 0.071429                0.198582                 0.094937                0.297872                138               60                28               67                 6               29                12               58                18            214              64  0.011262
279    279                 0.071429                0.198582                 0.094937                0.297872                138               60                28               67                 6               29                12               58                19            214              65  0.009947
280    280                 0.076190                0.198582                 0.101266                0.297872                138               60                28               67                 6               30                12               58                19            215              65  0.009429
281    281                 0.076190                0.198582                 0.101266                0.297872                138               60                28               67                 6               31                12               58                19            216              65  0.009218
282    282                 0.076190                0.198582                 0.101266                0.297872                138               61                28               67                 6               31                12               58                19            217              65  0.009482
283    283                 0.076190                0.198582                 0.101266                0.297872                138               61                28               67                 6               32                12               58                19            218              65  0.009419
284    284                 0.071429                0.198582                 0.094937                0.297872                138               61                28               67                 6               32                13               58                19            218              66  0.009375
285    285                 0.076190                0.205674                 0.101266                0.308511                138               62                28               67                 6               32                13               58                19            219              66  0.008869
286    286                 0.076190                0.205674                 0.101266                0.308511                138               62                28               67                 6               33                13               58                19            220              66  0.008793
287    287                 0.076190                0.205674                 0.101266                0.308511                138               62                28               67                 6               34                13               58                19            221              66  0.008874
288    288                 0.076190                0.205674                 0.101266                0.308511                138               62                28               67                 6               35                13               58                19            222              66  0.009023
289    289                 0.076190                0.205674                 0.101266                0.308511                138               62                28               67                 6               35                14               58                19            222              67  0.009159
290    290                 0.080952                0.205674                 0.107595                0.308511                138               62                28               67                 6               35                14               59                19            223              67  0.009330
291    291                 0.080952                0.205674                 0.107595                0.308511                139               63                28               67                 6               35                14               59                19            224              67  0.009184
292    292                 0.080952                0.205674                 0.107595                0.308511                139               63                28               68                 6               35                14               59                19            225              67  0.010310
293    293                 0.080952                0.212766                 0.107595                0.319149                139               63                28               68                 6               35                14               60                19            226              67  0.009228
294    294                 0.080952                0.212766                 0.107595                0.319149                139               63                28               68                 6               35                14               61                19            227              67  0.008884
295    295                 0.080952                0.212766                 0.107595                0.319149                140               63                28               68                 6               36                14               61                19            228              67  0.009088
296    296                 0.080952                0.212766                 0.107595                0.319149                140               63                28               68                 6               37                14               61                19            229              67  0.009449
297    297                 0.080952                0.212766                 0.107595                0.319149                141               63                28               68                 6               37                14               62                19            230              67  0.009613
298    298                 0.080952                0.212766                 0.107595                0.319149                142               63                28               69                 6               37                14               62                19            231              67  0.008900
299    299                 0.080952                0.212766                 0.107595                0.319149                142               63                28               69                 6               37                14               63                19            232              67  0.009095
300    300                 0.080952                0.212766                 0.107595                0.319149                142               63                28               69                 6               37                15               63                19            232              68  0.009064
301    301                 0.085714                0.212766                 0.113924                0.319149                143               63                28               69                 6               37                15               64                19            233              68  0.009027
302    302                 0.085714                0.212766                 0.113924                0.319149                144               63                28               69                 6               37                15               65                19            234              68  0.009374
303    303                 0.085714                0.212766                 0.113924                0.319149                144               63                28               70                 6               37                15               65                19            235              68  0.009459
304    304                 0.085714                0.212766                 0.113924                0.319149                145               63                28               70                 6               37                15               66                19            236              68  0.009113
305    305                 0.085714                0.212766                 0.113924                0.319149                145               63                28               71                 6               37                15               66                19            237              68  0.009341
306    306                 0.085714                0.212766                 0.113924                0.319149                145               63                28               71                 6               38                15               66                19            238              68  0.009534
307    307                 0.085714                0.212766                 0.113924                0.319149                145               63                28               71                 7               38                15               66                19            238              69  0.009539
308    308                 0.085714                0.212766                 0.113924                0.319149                145               63                28               72                 7               38                15               66                19            239              69  0.008981
309    309                 0.085714                0.212766                 0.113924                0.319149                145               64                28               72                 7               38                15               66                19            240              69  0.011408
310    310                 0.085714                0.212766                 0.113924                0.319149                146               64                28               72                 7               38                15               67                19            241              69  0.011152
311    311                 0.085714                0.212766                 0.113924                0.319149                146               64                28               72                 7               38                15               68                19            242              69  0.011694
312    312                 0.085714                0.212766                 0.113924                0.319149                146               65                28               72                 7               38                15               68                19            243              69  0.009213
313    313                 0.085714                0.212766                 0.113924                0.319149                146               65                28               72                 7               38                16               68                19            243              70  0.009078
314    314                 0.085714                0.212766                 0.113924                0.319149                147               65                28               72                 7               38                16               69                19            244              70  0.009200
315    315                 0.085714                0.212766                 0.113924                0.319149                148               65                28               72                 7               38                16               70                19            245              70  0.009522
316    316                 0.085714                0.212766                 0.113924                0.319149                148               66                28               72                 7               38                16               70                19            246              70  0.009547
317    317                 0.085714                0.212766                 0.113924                0.319149                148               67                28               72                 7               38                16               70                19            247              70  0.009036
318    318                 0.090476                0.212766                 0.120253                0.319149                148               67                28               72                 7               39                16               70                19            248              70  0.009103
319    319                 0.090476                0.212766                 0.120253                0.319149                148               68                28               72                 7               39                16               70                19            249              70  0.008945
320    320                 0.090476                0.212766                 0.120253                0.319149                149               68                28               72                 7               39                16               71                19            250              70  0.009158
321    321                 0.090476                0.212766                 0.120253                0.319149                150               68                28               72                 7               40                16               71                19            251              70  0.009091
322    322                 0.090476                0.212766                 0.120253                0.319149                151               68                28               73                 7               40                16               71                19            252              70  0.009289
323    323                 0.090476                0.212766                 0.120253                0.319149                151               68                28               73                 7               40                16               72                19            253              70  0.009385
324    324                 0.090476                0.212766                 0.120253                0.319149                152               69                28               73                 7               40                16               72                19            254              70  0.010488
325    325                 0.090476                0.212766                 0.120253                0.319149                152               69                28               73                 7               40                16               73                19            255              70  0.009116
326    326                 0.090476                0.212766                 0.120253                0.319149                153               69                28               74                 7               40                16               73                19            256              70  0.009059
327    327                 0.090476                0.212766                 0.120253                0.319149                154               69                28               74                 7               40                16               74                19            257              70  0.009333
328    328                 0.090476                0.205674                 0.120253                0.308511                154               69                28               74                 7               40                16               75                19            258              70  0.009943
329    329                 0.090476                0.205674                 0.120253                0.308511                155               69                28               74                 7               40                16               76                19            259              70  0.009670
330    330                 0.090476                0.205674                 0.120253                0.308511                155               69                28               74                 8               40                16               76                19            259              71  0.010639
331    331                 0.085714                0.205674                 0.113924                0.308511                155               70                28               74                 8               40                16               76                19            260              71  0.009399
332    332                 0.085714                0.205674                 0.113924                0.308511                155               70                28               75                 8               40                16               76                19            261              71  0.009595
333    333                 0.085714                0.205674                 0.113924                0.308511                155               70                28               75                 8               40                16               77                19            262              71  0.009039
334    334                 0.085714                0.205674                 0.113924                0.308511                155               70                28               75                 8               41                16               77                19            263              71  0.009276
335    335                 0.085714                0.205674                 0.113924                0.308511                155               71                28               75                 8               41                16               77                19            264              71  0.009525
336    336                 0.085714                0.205674                 0.113924                0.308511                156               71                28               75                 8               41                16               78                19            265              71  0.009437
